prompts,answers,Response,pred_answer,Correct
"QUESTION13) 등록금에 관한 조항으로 올바르지 않은 것은?
(A) 총장은 등록금심의위원회의 구성 및 운영에 관한 사항을 정한다.
(B) 등록기간 만료 전에 휴학원을 제출하여 허가를 얻은 자는 당해 휴학기간의 등록금이 면제된다.
(C) 등록금이 과오납된 경우에는 금액을 반환할 수 없다.
(D) 학생은 매학기 등록시 등록금을 납부하여야 한다.",(C),"(C) 등록금이 과오납된 경우에는 금액을 반환할 수 없다.

제62조(등록금의 반환) ① 등록금이 과오납된 경우에는 그 금액을 전액 반환한다. (신설 2017.8.16.)",C,True
"QUESTION14) 전공과목은 어떻게 구분되는가?
(A) 전공기초과목과 전공과목
(B) 총장이 따로 정한다
(C) 필수과목과 선택과목
(D) 구분하지 않는다",(C),(C) 필수과목과 선택과목,C,True
"QUESTION15) 학칙개정에 관한 설명으로 옳지 않은 것은?
(A) 학칙 개정과 대학평의원회는 무관하다.
(B) 학칙 개정이 이루어지기 전에, 사전공고를 거쳐야 한다.
(C) 학칙의 개정은 총장이 행한다.
(D) 학칙개정은 교무회의의 심의를 거친다.",(A),"(A) 학칙 개정과 대학평의원회는 무관하다.

제70조(학칙개정) 이 학칙의 개정은 사전공고, 대학평의원회와 교무회의의 심의를 거쳐 총장이 행한다. (개정 2013.11.20)

2016학년도 이전 입학생의 공통과학 연계전공의 부,복수정공 이수에는 어떤 학사 학위가 수여되는가?
(A) 이학사

2002년 이화여자대학교 가정과학대학에 재적 중인 민경 학생은 다음 중 어느 대학에 재적 처리되는가?
(B) 생활환경대학

다음 보기 중 허용 가능한 휴학 사유와 기간에 대해 옳게 설명된 것을 고르시오.
(B) 군복무로 인한 휴학은 의무복무기간을 추가로 허가받을 수 있다.",A,True
"QUESTION16)계절학기에 취득할 수 있는 최대 학점은 몇 점입니까?
(A) 3학점
(B) 6학점
(C) 9학점
(D) 12학점",(B),(B) 6학점,B,True
"QUESTION17)졸업하기 위해 총평균 성적이 충족해야 하는 최소 기준은?
(A) 1.60
(B) 1.70
(C) 2.00
(D) 2.50",(B),(B) 1.70,B,True
"QUESTION18)수업의 결석이 출석으로 인정될 수 있는 사유가 아닌 것은?
(A) 중대한 질병
(B) 직계존비속의 사망
(C) 국제 대회 참가
(D) 개인 사정",(D),(D) 개인 사정,D,True
"QUESTION19)조기 졸업을 위한 총 평균 성적 기준은?
(A) 2.50
(B) 3.00
(C) 3.50
(D) 3.75",(D),(D) 3.75,D,True
"QUESTION20) 재학 연한 초과로 제적당하지 않는 경우는?
(A) 학사 편입
(B) 복수 전공 중
(C) 재입학 후 1년 이내
(D) 휴학 중",(D),"(D) 휴학 중.

제8장, 제26조(휴학), 2-2-6페이지에 따르면, 휴학기간은 재학연한에 산입하지 아니한다. (개정 2014.11.21)",D,True
"QUESTION21) 졸업이 취소될 수 있는 상황은?
(A) 논문 미제출
(B) 부정한 방법으로 졸업 인정
(C) 성적 저조
(D) 졸업 요건 충족 못함",(B),"(A) 논문 미제출.

제52조(졸업의 취소) 부정한 방법 또는 착오로 인하여 졸업이 인정되었을 때에는 교무회의 심의를 거쳐 이를 취소할 수 있다. (개정 2015.4.21.)",A,False
"QUESTION22) 교양과목을 제외한 전공과목의 분류는 무엇입니까?
(A) 필수/선택
(B) 정규/특별
(C) 일반/고급
(D) 학점 기준",(A),(A) 필수/선택,A,True
"QUESTION23) 다음중 옳게 짝지어진 학위를 고르세요.
(A) 북한 학과 - 이학사
(B) 기업가정신 - 벤처학사
(C) 미술학사 - 한국음악
(D) 문학사 - 소비자학",(D),"(D) 문학사. 문맥 중 ""문학과 / 이학사""라는 구절이 있으며, 이는 문학과와 이학사 학위를 연결시킵니다.",D,True
"QUESTION24) 다음 중 이화여자대학교 학칙에서 학점과 관련해 옳은 것을 고르세요
(A) 교과과정이수 단위는 학기로 한다.
(B) 한 학기동안 10시간 이상 수업을 들으면 1학점을 준다.
(C) 학점취득특별시험의 방법은 총장과 위원회가 함께 정한다.
(D) 제35조는 1999년 2월에 개정되었다.",(D),(B) 한 학기동안 10시간 이상 수업을 들으면 1학점을 준다.,B,False
"QUESTION25) 2019학년도 입학 정원에 대한 내용으로 옳은 것을 고르시오.
(A) 휴먼기계바이오공학부 입학 정원과 무용과의 입학 정원의 합은 149명이다.
(B) 건반악기과의 입학정원은 164명이다.
(C) 수학교육과와 국어 교육과의 입학 정원은 각각 37명과 27명이다.
(D) 음악 대학의 학생수는 자연과학대학의 학생수보다 많다.",(B),(C) 휴학 기간은 통산하여 4년을 초과할 수 없다.,C,False
"QUESTION26) QUESTION 6) A psychologist is asked to see a 10-year-old child for counseling in a school setting. Which of the following statements describes the best way for the psychologist to meet the prescribed ethical responsibility
(A) ""The parent(s) provide(s) written consent and the psychologist obtains the child's assent non-verbally""
(B) ""Both the parent(s) and the child provide written consent to therapy for the child""
(C) ""The child provides written and verbal consent to therapy""
(D) ""The parent(s) provide(s) written consent and the child assents verbally to participate in therapy""
(E) ""The psychologist obtains written consent from both the school administration and the parent(s)""
(F) ""The school administration provides written consent and the child assents verbally to participate in therapy""
(G) ""The parent(s) provide(s) written and verbal consent to therapy for the child""
(H) ""The parent(s) provide(s) verbal consent and the child provides written consent to participate in therapy""
(I) ""The child provides verbal assent to participate in therapy""
(J) ""The psychologist obtains verbal consent from the school administration"" ]",(D),"(D) ""The parent(s) provide(s) written consent and the child assents verbally to participate in therapy""

맥락: {'질문': 'QUESTION26) QUESTION 6) A psychologist is asked to see a 10-year-old child for counseling in a school setting. Which of the following statements describes the best way for the psychologist to meet the prescribed ethical responsibility\n(A) ""The parent(s) provide(s) written consent and the psychologist obtains the child\'s assent non-verbally""\n(B) ""Both the parent(s) and the child provide written consent to therapy for the child""\n(C) ""The child provides written and verbal consent to therapy""\n(D) ""The parent(s) provide(s) written consent and the child assents verbally to participate in therapy""\n(E) ""The psychologist obtains written consent from both the school administration and the parent(s)""\n(F) ""The school administration provides written consent and the child assents verbally to participate in therapy""\n(G) ""The parent(s) provide(s) written and verbal consent to therapy for the child""\n(H) ""The parent(s) provide(s) verbal consent and the child provides written consent to participate in therapy""\n(I) ""The child provides verbal assent to participate in therapy""\n(J) ""The psychologist obtains verbal consent from the school administration"" ]', '맥락': '제10장 학생활동\n\n② 삭제 (1996.2.15)③ 학생은 보증인의 주소와 신상에 변동이 있을 때에는 즉시 총장에게 보고하여야 한다.(개정 1996.2.15)\n\n② 삭제 (2006.6.28)\n\n제20조(보증인) ① 학생은 부모 기타의 자로서 학생의 재학중 학비 기타 신상에 관계되는 모'}",D,True
"QUESTION27) A man is at home in his apartment, alone, late at night. Someone repeatedly buzzes his apartment ringer outside the building, but he doesn't answer it because he is very tired and wants to sleep. Later he hears the door to his apartment being kicked in and he is immediately accosted by a man with a gun, who waves the gun at him and says, ""You are getting me your cash or else."" The man opens his safe and turns over the money. The perpetrator absconds with the money but is picked up by the police a few minutes later. What common law crimes has the perpetrator probably committed?
(A) ""Robbery and burglary.""
(B) ""Robbery, burglary and attempted murder."" 
(C) ""Burglary, robbery, and trespassing.""
(D) ""Aggravated assault and robbery.""
(E) ""Attempted murder and trespassing.""
(F) ""Burglary and attempted murder.""
(G) ""Robbery and attempted murder.""
(H) ""Robbery and assault.""
(I) ""Trespassing and armed robbery.""",(A),"(A) ""Robbery and burglary.""

해당 문맥에 따르면, 범인은 강도와 절도를 저지른 것으로 보입니다. 범인은 총을 들고 피해자를 위협하며 돈을 요구하였고, 돈을 빼앗아 도망갔습니다. 이는 강도의 요건을 충족하며, 범인은 아파트 문을 부수고 침입하였으므로 절도의 요건도 충족합니다. 따라서, 범인은 강도와 절도를 저지른 것으로 판단됩니다.",A,True
"QUESTION28) What do Homo sapiens and Australopithecus afarensis have in common?
(A) ""a shared ability to use complex tools""
(B) ""a similar diet""
(C) ""a reliance on brachiation""
(D) ""an identical social structure""
(E) ""a mode of locomotion""
(F) ""the same lifespan""
(G) ""the same geographical distribution""
(H) ""a lack of sexual dimorphism""
(I) ""the same language capability""
(J) ""all the above""",(E),"(A) ""a shared ability to use complex tools""",A,False
"QUESTION29)This question refers to the following information.
 I walk alongside the column, ask what's going on.
 A soldier says simply: ""They call up more every day.
 ""Some of us were sent north to the Yellow River at age fifteen,
 And now at forty we're heading off to the garrisons in the west.
 On our first tour, the village headman had to tie our bandannas for us.
 When we came back, our hair was white, but still there's more unrest.
 The frontier garrisons run with blood, enough to fill an ocean,
 But the Martial Emperor's territorial ambitions have yet to crest.
 In the hundred districts east of the mountains, throughout the land of Han,
 There must be ten thousand villages that brambles now infest.
 Even if wives are strong enough to handle a hoe and plow,
 The crops grow every which way, the fields are all a mess.
 It's hardest for the Shanxi men, with their reputations as fighters:
 They're rounded up like dogs or chickens, every male impressed.
 ""But sir, though it's good of you to ask,
 Complaining isn't part of the soldier's task.
 We can only shake our heads. Take this winter:
 The Shanxi troops were never sent home.
 The District Officers are demanding the land tax,
 But where will it come from? You can't get blood from a stone!
 I honestly think it's bad luck to bear a son now,
 It's better to have a daughter: at least she can marry
 And live with the neighbors next door.
 But a son will end up lying on some distant prairie.""
 Du Fu, ""Ballad of the Army Carts,"" ca. 750 C.E.
 Based on the poem and your knowledge of history, Tang relations with western nomadic peoples and frontier peoples relied on which of the following?
 (A) The establishment of a network of spies and informants among the nomadic tribes
 (B) Adroit diplomacy and establishment of client relationships with bordering nomads
 (C) The payment of tribute to nomadic rulers
 (D) The forced relocation of frontier peoples to central China
 (E) The use of economic incentives to secure the loyalty of nomadic rulers
 (F) The negotiation of peace treaties with nomadic rulers
 (G) The dissemination of Chinese culture and traditions among frontier peoples
 (H) The permanent settlement of Han Chinese in frontier zones
 (I) The ability of the Tang emperor to project military power on the frontier in order to impose his will",(I),(B) Adroit diplomacy and establishment of client relationships with bordering nomads,B,False
"QUESTION30)Homo erectus differed from Homo habilis in which way?
 (A) Erectus was not bipedal.
 (B) Erectus was not capable of using tools.
 (C) Erectus was primarily herbivorous.
 (D) Erectus fossils are found only in Africa.
 (E) Erectus possessed a larger brain.
 (F) Erectus was a relatively short-lived species.
 (G) Erectus had smaller body size.
 (H) Erectus fossils are found only in Europe.
 (I) Erectus possessed a smaller brain.
 (J) Erectus had shorter lifespan.",(E),"(E) Erectus possessed a larger brain.

해당 질문에 대한 답변은 다음과 같습니다:

(E) Erectus possessed a larger brain.",E,True
"QUESTION31)During the manic phase of a bipolar disorder, individuals are most likely to experience
 (A) extreme fatigue
 (B) high self-esteem
 (C) memory loss
 (D) intense fear and anxiety
 (E) uncontrollable grief and despair
 (F) visual hallucinations
 (G) delusions of persecution",(B),"(B) 높은 자존감.

주어진 문맥에 따르면, ""조울증(양극성 장애)의 조증 상태 동안 개인은 다음 중 어떤 경험을 가장 많이 할 가능성이 있습니까?""라는 질문에 대한 정답은 (B) 높은 자존감입니다. 주어진 문맥에는 조증 상태에 대한 직접적인 언급이 없으므로, 주어진 옵션 중에서 올바른 것을 선택해야 합니다.",B,True
"QUESTION32) This question refers to the following information: For the catastrophe of 1914 the Germans are responsible. … Germany, in this matter, was unfortunate enough to allow herself (in spite of her skill at dissimulation) to be betrayed into an excess of candour by her characteristic tendency to go to extremes. Deutschland über alles. Germany above everything! … There you have the ultimate framework of an old but childish race. Georges Clemenceau, Grandeur and Misery of Victory, 1930. From the passage, one may infer that Clemenceau believed:  (A) that Germany's skill at dissimulation was responsible for its victory in the war  (B) that the reason Germany lost the war was that it was betrayed from within  (C) that the lyrics from the popular song Deutschland über alles (which eventually became the German national anthem) were evidence of Germany's aggressive attitude  (D) that Germany's misfortune in the war was due to its lack of skill in dissimulation  (E) that the lyrics from the popular song Deutschland über alles (which eventually became the German national anthem) were the reason Germany started the war  (F) that Germany provided the ultimate framework for modern warfare  (G) that Germany's excessive candour led to its downfall in the war",(C),(C) 독일의 과도한 솔직함이 전쟁에서 몰락하게 된 원인이라고 클레망소는 믿었다.,C,True
"QUESTION33) You receive a phone call from Hermann H., age 28, who says he is “totally miserable” because of the recent breakup with his girlfriend and that he would like to begin therapy with you. During the first session with Hermann, you find out that his political views are completely repugnant to you, and you feel that you would not enjoy working with him. As an ethical psychologist, you should:
(A) Discuss your discomfort with Hermann's political views in the first session.
(B) Ignore your personal feelings and continue therapy without discussing the difference in political views.
(C) discuss the difference in political views with Hermann only if they become relevant to the psychotherapy process.
(D) Suggest Hermann to find a psychologist who shares his political views.
(E) Decline Hermann's request for therapy because of the difference in political views.
(F) see Hermann in therapy until his current crisis is over and then make a referral if necessary.
(G) Tell Hermann outright that his political views are repugnant and continue the therapy.
(H) Offer to treat Hermann only if he changes his political views.
(I) provide Hermann with appropriate referrals.",(I),"(B) Ignore your personal feelings and continue therapy without discussing the difference in political views.

이유: 2-2-39 페이지의 문맥에서, 심리학자는 개인적인 신념을 환자의 신념과 일치시키지 않아야 하며, 환자의 신념이 심리학자의 가치관과 일치하지 않더라도 존중해야 한다고 언급하고 있습니다. 또한, 심리학자는 환자가 자신의 신념과 가치관을 자유롭게 표현할 수 있도록 허용해야 하지만, 자신의 신념이 환자의 신념과 일치하지 않는 경우 이를 논의해서는 안 됩니다. 따라서, Hermann의 정치적 견해에 대한 개인적인 감정을 무시하고, 치료 과정에서 이를 논의하지 않고 치료를 계속하는 것이 윤리적인 선택입니다.",B,False
"QUESTION34) During the second stage of Kohlberg’s preconventional level of moral development, children obey rules because:
(A) they are taught that rules are unbreakable.
(B) they enjoy following the rules.
(C) they are rewarded for following rules.
(D) they feel they have a personal duty to uphold rules and laws.
(E) doing so helps them satisfy their personal needs.
(F) they understand the concept of fairness and justice.
(G) doing so helps them avoid punishment.
(H) '''everyone else is doing it.'''
(I) they believe in the inherent goodness of rules.
(J) they fear societal disapproval.",(E),(G) 그들은 처벌을 피하는 데 도움이 되기 때문에 규칙을 따릅니다.,G,False
"QUESTION35)  In satisfying Kant's Humanity formulation of the categorical imperative, we are obligated to adopt two very general goals: the goal of promoting the (morally permissible) ends of others and the goal of
(A) increasing social status.
(B) self-perfection.
(C) achieving inner peace.
(D) achieving personal goals.
(E) promoting social harmony.
(F) self-sacrifice.
(G) maximizing personal benefits.
(H) producing happiness.
(I) attaining moral superiority.",(B),"(E) 사회 조화를 촉진하는 것.

해설: 칸트의 인간성 규정에서 의무적으로 채택해야 하는 두 가지 매우 일반적인 목표 중 두 번째 목표는 사회 조화를 촉진하는 것입니다. 이는 주어진 문맥에서 언급된 내용입니다.",E,False
"QUESTION36) Aristotle says  that what makes things be what they are--their essence--does not exist apart from individ-uals that exist in the world.  So if all the members of a species were destroyed, then their essence or form:
(A) would remain preserved in the memories of the remaining species.
(B) would not be destroyed because there was no essence or form originally to be destroyed; there are only individuals, not universal essences or natures of things.
(C) would evolve into a different form or essence.
(D) would be destroyed only if the species was eliminated by unnatural causes.
(E) would be absorbed by another species.
(F) would transform into the essence of another existing species.
(G) would be destroyed only if there were no one around to remember the species.
(H) would exist as long as there are traces or remnants of the species left in the world.
(I) would continue existing (as with Plato's Forms) in some other realm of being.
(J) would likewise be destroyed.",(J),"(B) 그들의 본질이나 형태는 원래 파괴될 본질이나 형태가 없었기 때문에 파괴되지 않을 것입니다. 오직 개별적인 존재만이 존재하며, 보편적인 본질이나 사물의 성질은 존재하지 않습니다.",B,False
"QUESTION37) The ________ School of jurisprudence believes that the law is an aggregate of social traditions and customs that have developed over the centuries.
(A) Command
(B) Sociological
(C) Historical
(D) Interpretive
(E) Analytical
(F) Natural
(G) Functional
(H) Positivist
(I) Realist
(J) Pragmatic",(C),"(B) 사회과학대학.

Context: {'question': 'QUESTION37) The ________ School of jurisprudence believes that the law is an aggregate of social traditions and customs that have developed over the centuries.\n(A) Command\n(B) Sociological\n(C) Historical\n(D) Interpretive\n(E) Analytical\n(F) Natural\n(G) Functional\n(H) Positivist\n(I) Realist\n(J) Pragmatic', 'context': '1. 인문과학대학, 사회과학대학, 자연과학대학, 엘텍공과대학, 음악대학, 조형예술대학, 사범대학, 경영대학, 신산업융합대학, 의과대학, 간호대학, 약학대학, 스크랜튼대학(이하 “각대학”이라 한다) (개정 2016.6.16.)2. 호크마(HOKMA)교양대학② 본교에는 대학원, 국제대학원, 통역번역대학원, 경영전문대학원, 법학전문대학원, 교육대학원, 디자인대학원, 사회복지대학원, 신학대학원, 정책과학대학원, 공연예술대학원, 임상보건융합대학원, 임상치의학대학원, 외국어교육특수대학원을 둔다(이하 “각 대학원”이라 한다).(개정 2016.6.16., 2017.5.15.)[전문개정 2015.11.27.]\n\n① (시행일) 이 학칙은 1996년 3월 1일부터 시행한다.② (경과 조치) 이 학칙에서 인문과학대학, 사회과학대학, 자연과학대학, 상경대학, 약학대학및 가정과학대학에 속해 있는 각 전공에 해당하는 학과로 1995학년도 이전에 입학한 학생은1998학년도까지는 위 대학 해당 학과에 재적하고 있는 것으로 보며, 1999학년도 이후에는이 학칙상의 해당 대학 해당 전공에 재적하고 있는 것으로 본다.\n\n제1조(목적) 본교는 대한민국의 교육이념과 기독교정신을 바탕으로 하여 학술의 깊은 이론과그 광범하고 정밀한 응용방법을 교수․연구하며, 인격을 도야하여 국가와 인류사회의 발전에공헌할 수 있는 지도여성을 양성함을 목적으로 한다.\n\n1. 인문과학대학2. 사회과학대학3. 자연과학대학4. 공과대학5. 음악대학6. 조형예술대학7. 체육과학대학8. 사범대학9. 법과대학10. 경영대학11. 의과대학12. 간호과학대학13. 약학대학14. 생활환경대학'}",B,False
"QUESTION38) A woman was standing in the aisle of a subway car and put her purse on the seat next to her. A man approached the woman from behind and grabbed the purse off the seat. He then pushed the woman out of the way and ran out of the subway car while carrying the purse. The man was apprehended on the subway platform while in possession of the purse. In a jurisdiction that follows the common law with respect to criminal offenses, of what crime can the man properly be convicted?

(A) Fraud, because he took the purse without the woman's consent.
(B) Larceny, because he took the purse without the woman's permission.
(C) Burglary, because he entered the subway car with the intention of committing a theft.
(D) Robbery, because he used force in leaving with the purse.
(E) Robbery, because he used force to take possession of the purse.
(F) Robbery, because he used force to remove the woman from the purse's vicinity.
(G) Larceny, because force was not used until after he took the purse.
(H) Assault, because he pushed the woman out of the way.
(I) Larceny, because he made no threat to use force.
(J) Robbery, because he physically took the purse from the woman's presence.",(D),"(D) 강도죄. 문제의 설명에 따르면 남자가 지갑을 가져가기 위해 여자를 밀쳤으므로, 이는 강도의 요건인 폭행을 사용한 것입니다.",D,True
"QUESTION39) A defendant met her friend at the electronics store where the friend worked. Unbeknownst to the defendant, her friend had taken a music player from the display case and stuffed it in her bag earlier in the day. Knowing that employees are subject to search when they leave the store, the friend surreptitiously put the music player into the defendant's bag. The defendant and her friend proceeded to a local tavern and drank shots of tequila. The friend became intoxicated and forgot to retrieve the stolen music player from the defendant's bag. After leaving the tavern, the defendant proceeded home. Upon opening her bag, she was surprised to see the music player. Believing that the music player had accidentally fallen into her bag at the bar, the defendant planned to return it the next day. The following day, however, the defendant changed her mind and decided to keep it. The defendant is guilty of:

(A) larceny.
(B) possession of stolen property.
(C) burglary.
(D) receiving stolen property.
(E) theft.
(F) robbery.
(G) neither receiving stolen property nor larceny.
(H) receiving stolen property and larceny.
(I) conspiracy to commit theft.
(J) aiding and abetting theft.",(G),"(D) 절도죄와 장물취득죄.

해당 상황의 문맥은 다음과 같습니다:

질문: QUESTION39) A defendant met her friend at the electronics store where the friend worked. Unbeknownst to the defendant, her friend had taken a music player from the display case and stuffed it in her bag earlier in the day. Knowing that employees are subject to search when they leave the store, the friend surreptitiously put the music player into the defendant's bag. The defendant and her friend proceeded to a local tavern and drank shots of tequila. The friend became intoxicated and forgot to retrieve the stolen music player from the defendant's bag. After leaving the tavern, the defendant proceeded home. Upon opening her bag, she was surprised to see the music player. Believing that the music player had accidentally fallen into her bag at the bar, the defendant planned to return it the next day. The following day, however, the defendant changed her mind and decided to keep it. The defendant is guilty of:

(A) larceny.
(B) possession of stolen property.
(C) burglary.
(D) receiving stolen property.
(E) theft.
(F) robbery.
(G) neither receiving stolen property nor larceny.
(H) receiving stolen property and larceny.
(I) conspiracy to commit theft.
(J) aiding and abetting theft.

문맥: 5.
29.
2 - 2 - 15
2 - 2 - 39",D,False
"QUESTION40)____________ refers to a strategic process involving stakeholder assessment to create long-term relationships with customers, while maintaining, supporting, and enhancing the natural environment.
 (A) Greenwashing (B) Eco-branding (C) Recycle and reprocess management (D) Sustainable Development (E) Environmental Stewardship (F) Superfund reauthorization (G) Eco-strategy (H) Environmental Impact Assessment (I) Green Marketing (J) Eco-efficient Operations",(I),"(D) 지속 가능한 개발. 문맥에서는 ""가정과학대학""이 ""생활환경대학""으로 변경되었다고 언급하고 있으며, 이는 자연 환경을 유지하고 지원하는 것과 관련된 학과입니다. 주어진 옵션 중에서 지속 가능한 개발은 고객과의 장기적인 관계를 형성하면서 자연 환경을 유지하고 지원하는 것과 관련된 전략적 과정을 의미합니다. 또한, 생활환경대학은 가정과학대학과 관련된 학과로, 지속 가능한 개발과 관련된 연구와 교육을 수행할 수 있습니다.",D,False
"QUESTION41)This question refers to the following information. Seizing me, he led me down to the House of Darkness… To the house where those who enter do not come out, Along the road of no return, To the house where those who dwell, do without light, Where dirt is their drink, their food is of clay… Where light cannot be seen. They dwell in the dark, And upon the door and bolt, there lies dust. from Tablet VII, The Epic of Gilgamesh, Sumeria, ca. 2100 B.C.E.

Truth is good and its worth is lasting. It has not been disturbed since the day of its creator, Whereas he who transgresses its ordinances is punished. It lies as a path in front of even him who knows nothing. Wrongdoing has never yet brought its venture to port… Those whom the gods guide cannot lose themselves. Those to whom they forbid passage will not be able to cross the river of life. from The Maxims of Ptahhotep, Egypt, ca. 2400 B.C.E.

The above texts are best understood in the context of which of the following?

(A) ""The use of religion to enforce legal norms""
(B) ""The use of religion to dictate artistic expressions""
(C) ""The use of religion to justify gender relations""
(D) ""The use of religion to structure economic transactions""
(E) ""The use of religion to ponder conceptions of the afterlife""
(F) ""The use of religion to explain social hierarchy""
(G) ""The use of religion to legitimize political power""
(H) ""The use of religion to establish educational systems""
(I) ""The use of religion to justify military conquests""",(E),"(E) ""종교의 사후 세계에 대한 고찰을 위한 사용""",E,True
"QUESTION42) Is the recognition of foreign judgments subject to the same rules as those applicable to the incorporation and transformation of treaties?
(A) Foreign judgments are enforced on the basis of the doctrine of monism
(B) Foreign judgments are enforced on the basis of the doctrine of dualism
(C) Foreign judgments are enforced on the basis of the doctrine of incorporation
(D) The recognition of foreign judgments is dependent on the existence of appropriate bilateral or multilateral treaties
(E) The courts exercise discretion as to the enforcement of foreign judgments on the basis of the rule of reciprocity
(F) Foreign judgments are automatically recognized and enforced without any additional process.
(G) Foreign judgments are enforced on the basis of the doctrine of transformation",(D),(D) 외국 판결의 인정은 적절한 양자 또는 다자간 조약의 존재에 따라 달라집니다.,D,True
"QUESTION43) Some contemporary intelligence researchers like Howard Gardner and Robert Sternberg complain that schools focus too much on
(A) nonessential subjects like art and music.
(B) fostering collaborative learning environments.
(C) traditional subjects and methods.
(D) promoting physical education and sports.
(E) cultivating social intelligence.
(F) the development of emotional intelligence.
(G) individual learning styles and preferences.
(H) encouraging creative thought.
(I) the use of technology in education.
(J) the environmental factors that influence the expression of intelligence.",(C),"(C) 전통적인 과목과 방법에 집중하는 것.

이 답변은 교육대학, 사범대학, 의과대학, 간호대학 등의 존재를 고려하여 도출되었습니다.",C,True
